,날짜,종목명,종가,전일비,등락률,거래량,기관순매매량,외국인순매매량,외국인보유주수,외국인보유율
0,2023.02.10,삼성전자,"62,800",200,-0.32%,"9,382,576","-2,217,379","+1,760,570","3,020,219,612",50.59%
1,2023.02.09,삼성전자,"63,000",100,-0.16%,"12,164,865","-1,289,172","+1,553,218","3,017,760,979",50.55%
2,2023.02.08,삼성전자,"63,100","1,200",+1.94%,"12,243,125","-683,561","+2,989,063","3,015,974,361",50.52%
3,2023.02.07,삼성전자,"61,900",300,+0.49%,"14,491,039","-1,028,256","+563,336","3,012,802,298",50.47%
4,2023.02.06,삼성전자,"61,600","2,200",-3.45%,"15,529,356","-1,768,399","-2,275,019","3,011,898,262",50.45%
5,2023.02.03,삼성전자,"63,800",300,+0.47%,"15,194,598","-2,021,442","+3,805,110","3,014,053,481",50.49%
6,2023.02.02,삼성전자,"63,500","1,700",+2.75%,"23,285,983","-1,199,802","+5,119,433","3,011,043,701",50.44%
7,2023.02.01,삼성전자,"61,800",800,+1.31%,"18,570,133","-516,791","+62,860","3,005,826,373",50.35%
8,2023.01.31,삼성전자,"61,000","2,300",-3.63%,"29,746,731","+1,494,490","-6,860,325","3,005,520,203",50.35%
9,2023.01.30,삼성전자,"63,300","1,300",-2.01%,"20,995,234","-698,112","+1,591,374","3,012,326,910",50.46%
10,2023.01.27,삼성전자,"64,600",700,+1.10%,"18,760,182","+447,761","+5,830,723","3,010,762,862",50.43%
11,2023.01.26,삼성전자,"63,900",500,+0.79%,"13,278,277","-54,227","+3,568,236","3,005,053,104",50.34%
12,2023.01.25,삼성전자,"63,400","1,600",+2.59%,"16,822,710","+171,748","+7,469,212","3,001,579,071",50.28%
13,2023.01.20,삼성전자,"61,800",300,+0.49%,"9,646,327","+127,097","+1,535,750","2,995,009,859",50.17%
14,2023.01.19,삼성전자,"61,500","1,100",+1.82%,"12,808,490","-1,422,690","+4,785,083","2,993,784,109",50.15%
15,2023.01.18,삼성전자,"60,400",600,-0.98%,"11,584,041","-894,047","+259,868","2,990,511,026",50.09%
16,2023.01.17,삼성전자,"61,000",100,-0.16%,"9,831,456","-605,869","+1,125,839","2,989,308,003",50.07%
17,2023.01.16,삼성전자,"61,100",300,+0.49%,"10,039,972","+1,102,518","+1,088,709","2,988,383,164",50.06%
18,2023.01.13,삼성전자,"60,800",300,+0.50%,"12,510,328","+434,082","+1,390,396","2,987,332,055",50.04%
19,2023.01.12,삼성전자,"60,500",0,0.00%,"16,102,561","-1,546,824","+1,726,466","2,985,958,859",50.02%
20,2023.02.10,카카오,"67,600","3,300",-4.65%,"5,370,780","-1,203,120","-903,578","116,974,985",26.26%
21,2023.02.09,카카오,"70,900","1,800",+2.60%,"3,602,387","+433,800","-140,891","117,834,030",26.45%
22,2023.02.08,카카오,"69,100","1,100",+1.62%,"3,109,216","+197,340","-352,588","117,974,921",26.49%
23,2023.02.07,카카오,"68,000","2,800",+4.29%,"3,026,310","+280,761","+42,159","118,127,509",26.52%
24,2023.02.06,카카오,"65,200","2,000",-2.98%,"2,276,799","-420,556","-225,847","118,088,506",26.51%
25,2023.02.03,카카오,"67,200","2,700",+4.19%,"5,019,685","+670,929","+194,464","118,314,353",26.56%
26,2023.02.02,카카오,"64,500","2,300",+3.70%,"2,936,610","+496,543","+372,906","118,119,889",26.52%
27,2023.02.01,카카오,"62,200",800,+1.30%,"1,582,425","-409,931","+263,563","117,728,263",26.43%
28,2023.01.31,카카오,"61,400","2,100",-3.31%,"2,394,547","-244,623","-395,044","117,457,212",26.37%
29,2023.01.30,카카오,"63,500","1,200",-1.85%,"1,888,795","-122,463","-139,333","117,990,976",26.49%
30,2023.01.27,카카오,"64,700","1,000",+1.57%,"2,588,030","+218,532","+83,576","117,990,309",26.49%
31,2023.01.26,카카오,"63,700","1,100",+1.76%,"1,658,008","+171,351","+12,265","117,916,965",26.47%
32,2023.01.25,카카오,"62,600","1,400",+2.29%,"2,018,473","+268,125","-11,559","117,893,700",26.47%
33,2023.01.20,카카오,"61,200",400,+0.66%,"1,376,217","+89,674","-203,308","117,919,752",26.47%
34,2023.01.19,카카오,"60,800",800,-1.30%,"1,687,361","-384,783","+9,323","118,107,060",26.52%
35,2023.01.18,카카오,"61,600",200,-0.32%,"1,650,067","-134,821","+83,409","118,098,468",26.51%
36,2023.01.17,카카오,"61,800","2,700",-4.19%,"3,194,397","-293,227","-563,113","117,812,492",26.45%
37,2023.01.16,카카오,"64,500","2,500",+4.03%,"2,989,321","+400,828","+76,181","118,375,919",26.58%
38,2023.01.13,카카오,"62,000",500,+0.81%,"2,248,562","+208,393","-36,633","118,296,342",26.56%
39,2023.01.12,카카오,"61,500",400,-0.65%,"2,197,974","-334,236","+136,374","118,145,353",26.53%
40,2023.02.10,SK하이닉스,"93,500",900,-0.95%,"1,971,090","-437,517","+447,440","374,398,476",51.43%
41,2023.02.09,SK하이닉스,"94,400",500,-0.53%,"2,726,568","-106,523","-16,637","373,842,231",51.35%
42,2023.02.08,SK하이닉스,"94,900","4,100",+4.52%,"3,964,981","-155,903","+1,947,190","373,960,994",51.37%
43,2023.02.07,SK하이닉스,"90,800","1,700",+1.91%,"2,166,265","-168,411","+502,616","372,023,804",51.10%
44,2023.02.06,SK하이닉스,"89,100","3,100",-3.36%,"2,819,903","-408,050","-199,645","371,521,536",51.03%
45,2023.02.03,SK하이닉스,"92,200","1,200",-1.28%,"2,925,123","-410,755","+237,227","371,750,369",51.06%
46,2023.02.02,SK하이닉스,"93,400","2,000",+2.19%,"4,350,607","-252,523","+1,241,576","371,521,104",51.03%
47,2023.02.01,SK하이닉스,"91,400","2,900",+3.28%,"3,889,171","-130,764","+783,476","370,296,678",50.86%
48,2023.01.31,SK하이닉스,"88,500","2,200",-2.43%,"5,185,088","+76,665","-341,523","369,500,062",50.76%
49,2023.01.30,SK하이닉스,"90,700",800,-0.87%,"2,603,297","-268,340","+424,535","369,759,131",50.79%
50,2023.01.27,SK하이닉스,"91,500",800,-0.87%,"2,553,811","+197,541","-178,226","369,334,596",50.73%
51,2023.01.26,SK하이닉스,"92,300",900,+0.98%,"2,319,962","-35,175","+442,353","369,551,705",50.76%
52,2023.01.25,SK하이닉스,"91,400","3,800",+4.34%,"3,611,901","-24,377","+1,315,314","369,096,352",50.70%
53,2023.01.20,SK하이닉스,"87,600","2,100",+2.46%,"2,386,074","-67,358","+718,849","367,781,038",50.52%
54,2023.01.19,SK하이닉스,"85,500",400,+0.47%,"1,674,834","-144,781","+200,466","367,262,189",50.45%
55,2023.01.18,SK하이닉스,"85,100",900,-1.05%,"1,494,262","-161,484","+59,972","367,062,162",50.42%
56,2023.01.17,SK하이닉스,"86,000",200,+0.23%,"1,586,136","+7,861","+138,525","366,959,252",50.41%
57,2023.01.16,SK하이닉스,"85,800",100,+0.12%,"1,512,876","+58,986","+63,982","366,823,062",50.39%
58,2023.01.13,SK하이닉스,"85,700","1,100",-1.27%,"2,058,890","-248,501","+257,563","366,714,266",50.37%
59,2023.01.12,SK하이닉스,"86,800",500,-0.57%,"3,065,582","-974,098","+1,050,024","366,455,600",50.34%
60,2023.02.10,타이거일렉,"20,450",50,-0.24%,"6,940",0,-389,"809,411",12.82%
61,2023.02.09,타이거일렉,"20,500",50,+0.24%,"15,209",0,"-1,651","809,800",12.82%
62,2023.02.08,타이거일렉,"20,450",100,+0.49%,"5,621",+200,+700,"811,451",12.85%
63,2023.02.07,타이거일렉,"20,350",100,-0.49%,"3,688",+1,+27,"810,751",12.84%
64,2023.02.06,타이거일렉,"20,450",50,-0.24%,"2,931",0,+216,"810,724",12.84%
65,2023.02.03,타이거일렉,"20,500",250,+1.23%,"6,831",0,+337,"810,508",12.84%
66,2023.02.02,타이거일렉,"20,250",450,-2.17%,"14,118",-87,"-3,864","810,171",12.83%
67,2023.02.01,타이거일렉,"20,700",100,-0.48%,"11,327",+28,"-3,271","814,035",12.89%
68,2023.01.31,타이거일렉,"20,800",50,+0.24%,"9,972",-72,"+1,548","817,306",12.94%
69,2023.01.30,타이거일렉,"20,750",650,-3.04%,"21,066",+192,"-6,145","815,758",12.92%
70,2023.01.27,타이거일렉,"21,400",50,-0.23%,"21,471","+2,497","-9,005","821,903",13.02%
71,2023.01.26,타이거일렉,"21,450",800,+3.87%,"222,553","-1,318","+27,221","830,908",13.16%
72,2023.01.25,타이거일렉,"20,650",200,+0.98%,"207,752","+84,082","-82,747","803,687",12.73%
73,2023.01.20,타이거일렉,"20,450",200,+0.99%,"163,705","+5,400","-6,476","886,434",14.04%
74,2023.01.19,타이거일렉,"20,250",300,-1.46%,"11,793","-4,372",-989,"892,910",14.14%
75,2023.01.18,타이거일렉,"20,550",900,+4.58%,"16,866","+3,027","+1,086","893,899",14.16%
76,2023.01.17,타이거일렉,"19,650",400,-2.00%,"20,913",+1,"-5,108","892,813",14.14%
77,2023.01.16,타이거일렉,"20,050",550,-2.67%,"18,917",+100,"-2,299","897,921",14.22%
78,2023.01.13,타이거일렉,"20,600",50,+0.24%,"24,732","+7,855","-9,031","900,220",14.26%
79,2023.01.12,타이거일렉,"20,550",100,+0.49%,"10,834","+1,450","-2,720","909,251",14.40%
80,2023.02.10,삼성바이오로직스,"808,000","6,000",-0.74%,"34,509","-7,774","+4,251","7,611,114",10.69%
81,2023.02.09,삼성바이오로직스,"814,000","2,000",-0.25%,"41,262","-1,207","+5,558","7,608,976",10.69%
82,2023.02.08,삼성바이오로직스,"816,000","3,000",+0.37%,"41,855","+4,906","+5,430","7,600,318",10.68%
83,2023.02.07,삼성바이오로직스,"813,000","6,000",+0.74%,"44,885",+471,"+4,206","7,599,278",10.68%
84,2023.02.06,삼성바이오로직스,"807,000","4,000",-0.49%,"45,588","+3,051","-3,093","7,598,363",10.68%
85,2023.02.03,삼성바이오로직스,"811,000","1,000",-0.12%,"47,233","+4,476","+1,816","7,606,234",10.69%
86,2023.02.02,삼성바이오로직스,"812,000","8,000",+1.00%,"64,570","+4,412","+18,676","7,611,793",10.69%
87,2023.02.01,삼성바이오로직스,"804,000","11,000",+1.39%,"75,059","+5,710","-3,211","7,592,040",10.67%
88,2023.01.31,삼성바이오로직스,"793,000","10,000",-1.25%,"94,622","+6,310","-29,694","7,602,330",10.68%
89,2023.01.30,삼성바이오로직스,"803,000","6,000",-0.74%,"122,659","-26,003","+13,549","7,639,084",10.73%
90,2023.01.27,삼성바이오로직스,"809,000","14,000",+1.76%,"83,364","+6,492","+13,881","7,626,701",10.72%
91,2023.01.26,삼성바이오로직스,"795,000","3,000",-0.38%,"85,916","-32,177","-6,104","7,603,738",10.68%
92,2023.01.25,삼성바이오로직스,"798,000","2,000",-0.25%,"45,974",-385,"-7,791","7,606,842",10.69%
93,2023.01.20,삼성바이오로직스,"800,000","1,000",-0.12%,"34,432","-8,549","+2,599","7,611,606",10.69%
94,2023.01.19,삼성바이오로직스,"801,000","8,000",+1.01%,"38,067","-2,376","+10,735","7,609,098",10.69%
95,2023.01.18,삼성바이오로직스,"793,000",0,0.00%,"48,310","+1,948","-17,199","7,598,947",10.68%
96,2023.01.17,삼성바이오로직스,"793,000","14,000",-1.73%,"79,244","-27,115","-22,525","7,617,507",10.70%
97,2023.01.16,삼성바이오로직스,"807,000","4,000",-0.49%,"42,856",-945,"+2,439","7,641,375",10.74%
98,2023.01.13,삼성바이오로직스,"811,000",0,0.00%,"62,114","-1,578","+2,701","7,637,722",10.73%
99,2023.01.12,삼성바이오로직스,"811,000","8,000",+1.00%,"60,282","+2,243","+6,812","7,635,021",10.73%
100,2023.02.10,NAVER,"230,000",0,0.00%,"1,412,939","-103,897","+40,729","78,264,160",47.71%
101,2023.02.09,NAVER,"230,000",500,-0.22%,"1,575,905","-71,591","-237,819","78,204,706",47.67%
102,2023.02.08,NAVER,"230,500","11,000",+5.01%,"1,777,709","+265,119","+10,819","78,435,525",47.81%
103,2023.02.07,NAVER,"219,500","4,000",+1.86%,"1,041,746","+34,914","-103,900","78,424,706",47.81%
104,2023.02.06,NAVER,"215,500","8,000",-3.58%,"1,390,741","-2,869","-416,669","78,505,606",47.85%
105,2023.02.03,NAVER,"223,500","12,000",+5.67%,"3,065,767","+412,031","-183,733","78,922,275",48.11%
106,2023.02.02,NAVER,"211,500","6,000",+2.92%,"1,245,591","+185,481","-159,722","79,091,008",48.21%
107,2023.02.01,NAVER,"205,500","3,000",+1.48%,"860,204","-45,444","-9,822","79,226,855",48.29%
108,2023.01.31,NAVER,"202,500","4,500",-2.17%,"1,076,468","-40,999","-97,522","79,233,527",48.30%
109,2023.01.30,NAVER,"207,000","4,500",-2.13%,"1,204,050","-47,740","-166,942","79,380,924",48.39%
110,2023.01.27,NAVER,"211,500","7,500",+3.68%,"1,212,987","+108,063","+133,437","79,564,748",48.50%
111,2023.01.26,NAVER,"204,000","2,000",+0.99%,"873,219","+19,271","-60,690","79,431,311",48.42%
112,2023.01.25,NAVER,"202,000","6,000",+3.06%,"988,822","+40,613","+143,998","79,497,501",48.46%
113,2023.01.20,NAVER,"196,000",0,0.00%,"787,881","+27,333","-81,309","79,394,453",48.40%
114,2023.01.19,NAVER,"196,000",500,+0.26%,"475,600","-44,967","+69,848","79,495,462",48.46%
115,2023.01.18,NAVER,"195,500","2,000",+1.03%,"518,929","+2,378","+47,281","79,440,214",48.42%
116,2023.01.17,NAVER,"193,500","7,000",-3.49%,"976,576","-121,060","-234,889","79,378,662",48.39%
117,2023.01.16,NAVER,"200,500","5,500",+2.82%,"846,276","+96,369",+525,"79,623,551",48.54%
118,2023.01.13,NAVER,"195,000","1,000",+0.52%,"869,459","+74,132","-5,272","79,674,026",48.57%
119,2023.01.12,NAVER,"194,000","1,000",-0.51%,"797,343","-110,615","-1,901","79,679,298",48.57%
120,2023.02.10,서린바이오,"11,810",480,-3.91%,"68,445",0,"-16,787","114,939",1.35%
121,2023.02.09,서린바이오,"12,290",110,-0.89%,"37,007",0,"-2,410","131,726",1.55%
122,2023.02.08,서린바이오,"12,400",20,-0.16%,"44,784",0,"-6,903","134,136",1.58%
123,2023.02.07,서린바이오,"12,420",120,+0.98%,"61,913",+1,"+7,226","141,039",1.66%
124,2023.02.06,서린바이오,"12,300",50,-0.40%,"65,245",0,"-2,279","133,813",1.57%
125,2023.02.03,서린바이오,"12,350",80,-0.64%,"58,368",-1,"-1,509","136,092",1.60%
126,2023.02.02,서린바이오,"12,430",300,+2.47%,"231,446",+1,"-11,562","137,601",1.62%
127,2023.02.01,서린바이오,"12,130",310,+2.62%,"64,807",0,"+28,856","149,163",1.75%
128,2023.01.31,서린바이오,"11,820",80,-0.67%,"43,026",-1,"+3,657","120,307",1.42%
129,2023.01.30,서린바이오,"11,900",280,-2.30%,"43,701",0,"-9,998","116,650",1.37%
130,2023.01.27,서린바이오,"12,180",40,+0.33%,"52,242",+1,"+5,512","126,648",1.49%
131,2023.01.26,서린바이오,"12,140",90,+0.75%,"66,584",0,"+16,202","121,136",1.43%
132,2023.01.25,서린바이오,"12,050",0,0.00%,"46,963",0,"+5,029","104,934",1.23%
133,2023.01.20,서린바이오,"12,050",50,-0.41%,"29,649",0,"-2,315","99,905",1.18%
134,2023.01.19,서린바이오,"12,100",0,0.00%,"135,795",-1,"-6,866","102,220",1.20%
135,2023.01.18,서린바이오,"12,100",50,+0.41%,"56,182",-493,"-4,356","109,086",1.28%
136,2023.01.17,서린바이오,"12,050",250,-2.03%,"86,395","-1,046","+1,668","113,442",1.33%
137,2023.01.16,서린바이오,"12,300",300,+2.50%,"95,233","+1,539","+10,914","111,774",1.31%
138,2023.01.13,서린바이오,"12,000",300,+2.56%,"207,967",+1,"-11,344","96,359",1.13%
139,2023.01.12,서린바이오,"11,700",50,-0.43%,"43,932",0,"+3,150","107,703",1.27%
140,2023.02.10,마인즈랩,"24,700","1,650",-6.26%,"768,392","-27,853","+19,200","92,620",1.52%
141,2023.02.09,마인즈랩,"26,350","1,100",-4.01%,"845,641","-16,694","+23,286","73,420",1.21%
142,2023.02.08,마인즈랩,"27,450","1,100",-3.85%,"1,053,792","-17,587","-4,436","50,134",0.82%
143,2023.02.07,마인즈랩,"28,550",600,-2.06%,"2,688,546","-159,783","+7,912","54,570",0.90%
144,2023.02.06,마인즈랩,"29,150","2,800",+10.63%,"6,089,250","-13,708","-8,304","46,658",0.77%
145,2023.02.03,마인즈랩,"26,350",850,-3.12%,"2,341,437","+3,834","-10,623","54,962",0.90%
146,2023.02.02,마인즈랩,"27,200",0,0.00%,"1,521,068","-17,596","+2,509","65,585",1.08%
147,2023.02.01,마인즈랩,"27,200",200,+0.74%,"5,643,804","+4,654","-20,053","63,076",1.04%
148,2023.01.31,마인즈랩,"27,000","2,650",+10.88%,"7,212,769","-181,245","-128,033","83,129",1.37%
149,2023.01.30,마인즈랩,"24,350","4,300",+21.45%,"5,010,966","-157,007","+130,030","211,162",3.47%
150,2023.01.27,마인즈랩,"20,050",400,+2.04%,"922,056","-7,625","-4,533","81,131",1.33%
151,2023.01.26,마인즈랩,"19,650","2,700",-12.08%,"1,027,159","-28,441","+6,760","85,664",1.41%
152,2023.01.25,마인즈랩,"22,350",950,+4.44%,"1,735,497","-226,378","-25,845","78,904",1.30%
153,2023.01.20,마인즈랩,"21,400","1,100",+5.42%,"737,286","-16,325","+24,055","104,749",1.72%
154,2023.01.19,마인즈랩,"20,300",400,-1.93%,"650,745","+10,064","-11,579","80,694",1.33%
155,2023.01.18,마인즈랩,"20,700",350,+1.72%,"1,428,958","+12,977","-10,544","92,273",1.52%
156,2023.01.17,마인즈랩,"20,350",300,+1.50%,"463,102","+37,010","-16,872","102,817",1.69%
157,2023.01.16,마인즈랩,"20,050",450,+2.30%,"1,148,650","-52,720","+25,400","119,689",1.97%
158,2023.01.13,마인즈랩,"19,600","1,750",+9.80%,"1,980,285","+15,424","+21,692","94,289",1.55%
159,2023.01.12,마인즈랩,"17,850",450,-2.46%,"233,734","+2,076","+2,120","72,597",1.19%
160,2023.02.10,AP위성,"17,270",880,+5.37%,"20,833,833","+19,351","+78,446","140,444",0.93%
161,2023.02.09,AP위성,"16,390",20,+0.12%,"3,086,299","+4,699","-30,667","61,998",0.41%
162,2023.02.08,AP위성,"16,370",30,-0.18%,"1,632,421","+92,456","-8,106","92,665",0.61%
163,2023.02.07,AP위성,"16,400",760,+4.86%,"3,384,694","+127,354","+41,964","100,771",0.67%
164,2023.02.06,AP위성,"15,640",120,+0.77%,"7,315,807","+80,726","-52,380","58,807",0.39%
165,2023.02.03,AP위성,"15,520",230,-1.46%,"2,444,127","-5,362","-65,460","111,187",0.74%
166,2023.02.02,AP위성,"15,750",930,+6.28%,"10,543,405","-18,308","+27,054","176,647",1.17%
167,2023.02.01,AP위성,"14,820","3,420",+30.00%,"9,587,341","+85,809","+14,118","149,593",0.99%
168,2023.01.31,AP위성,"11,400",310,+2.80%,"455,024","+4,766","+24,385","135,475",0.90%
169,2023.01.30,AP위성,"11,090",40,-0.36%,"815,781","+3,773","-33,301","111,090",0.74%
170,2023.01.27,AP위성,"11,130",190,+1.74%,"370,999",+1,"-2,217","144,391",0.96%
171,2023.01.26,AP위성,"10,940",470,+4.49%,"464,157","+1,528","+25,975","146,608",0.97%
172,2023.01.25,AP위성,"10,470",130,-1.23%,"156,141",0,"+15,419","120,633",0.80%
173,2023.01.20,AP위성,"10,600",500,+4.95%,"423,666","+1,627","-1,884","105,214",0.70%
174,2023.01.19,AP위성,"10,100",150,-1.46%,"105,835",-16,"-8,377","107,098",0.71%
175,2023.01.18,AP위성,"10,250",50,+0.49%,"109,293",-9,"+23,012","115,475",0.77%
176,2023.01.17,AP위성,"10,200",200,-1.92%,"119,748",-10,"+14,795","92,463",0.61%
177,2023.01.16,AP위성,"10,400",150,-1.42%,"126,667",-9,"-16,309","77,668",0.51%
178,2023.01.13,AP위성,"10,550",570,+5.71%,"726,279","-9,836","-33,390","93,977",0.62%
179,2023.01.12,AP위성,"9,980",170,-1.67%,"85,407",+23,"-12,756","127,367",0.84%
180,2023.02.10,KT&G,"87,700","2,300",-2.56%,"568,608","-126,840","-10,451","60,662,650",44.19%
181,2023.02.09,KT&G,"90,000","1,500",-1.64%,"387,380","-95,947","+7,517","60,657,435",44.18%
182,2023.02.08,KT&G,"91,500",600,+0.66%,"167,003","-26,586","+37,851","60,649,918",44.18%
183,2023.02.07,KT&G,"90,900",700,-0.76%,"271,827","-112,504","+69,367","60,612,067",44.15%
184,2023.02.06,KT&G,"91,600","1,200",-1.29%,"230,992","-48,946","+39,862","60,542,700",44.10%
185,2023.02.03,KT&G,"92,800",800,+0.87%,"277,906","-20,465","+55,189","60,502,838",44.07%
186,2023.02.02,KT&G,"92,000",500,-0.54%,"367,570","-106,423","+85,275","60,447,649",44.03%
187,2023.02.01,KT&G,"92,500",0,0.00%,"285,032","-7,758","+8,595","60,376,059",43.98%
188,2023.01.31,KT&G,"92,500","1,700",-1.80%,"587,144","+12,252","-17,094","60,364,818",43.97%
189,2023.01.30,KT&G,"94,200",200,+0.21%,"499,813","-42,346","+114,433","60,388,527",43.99%
190,2023.01.27,KT&G,"94,000","2,400",-2.49%,"573,847","-25,316","-61,223","60,273,482",43.90%
191,2023.01.26,KT&G,"96,400","1,000",+1.05%,"462,304","-67,778","+95,979","60,334,705",43.95%
192,2023.01.25,KT&G,"95,400",700,+0.74%,"450,251","-3,234","+56,741","60,223,426",43.87%
193,2023.01.20,KT&G,"94,700",600,+0.64%,"228,551","+18,146","-10,543","60,183,225",43.84%
194,2023.01.19,KT&G,"94,100","2,000",+2.17%,"375,058","-18,859","+67,176","60,208,568",43.85%
195,2023.01.18,KT&G,"92,100",600,+0.66%,"196,723","-36,316","+40,447","60,142,032",43.81%
196,2023.01.17,KT&G,"91,500",500,-0.54%,"322,551","-58,585","+24,612","60,111,136",43.78%
197,2023.01.16,KT&G,"92,000",600,+0.66%,"176,927","-17,789","+8,873","60,109,467",43.78%
198,2023.01.13,KT&G,"91,400",800,+0.88%,"221,459","+2,182","+17,373","60,080,694",43.76%
199,2023.01.12,KT&G,"90,600",400,-0.44%,"362,007","-71,175","+32,160","60,063,321",43.75%
200,2023.02.10,현대차,"173,400",800,+0.46%,"372,830","-14,174","+75,680","63,031,412",29.50%
201,2023.02.09,현대차,"172,600",100,-0.06%,"583,923","-40,961","+118,565","62,875,914",29.43%
202,2023.02.08,현대차,"172,700","2,200",+1.29%,"442,701","+58,252","+63,707","62,714,210",29.35%
203,2023.02.07,현대차,"170,500",200,-0.12%,"533,337","-17,152","-28,056","62,663,642",29.33%
204,2023.02.06,현대차,"170,700","2,100",-1.22%,"582,407","-84,369","+46,636","62,691,698",29.34%
205,2023.02.03,현대차,"172,800","2,900",+1.71%,"770,290","+112,491","+217,950","62,645,062",29.32%
206,2023.02.02,현대차,"169,900",100,-0.06%,"548,264","+6,239","+10,375","62,407,278",29.21%
207,2023.02.01,현대차,"170,000","3,000",+1.80%,"599,556","+37,977","+35,027","62,391,726",29.20%
208,2023.01.31,현대차,"167,000","3,000",-1.76%,"698,589","-12,588","-96,809","62,353,351",29.18%
209,2023.01.30,현대차,"170,000","3,900",-2.24%,"831,088","-65,965","-83,616","62,458,530",29.23%
210,2023.01.27,현대차,"173,900","1,000",-0.57%,"1,174,428","-64,360","+180,823","62,577,146",29.29%
211,2023.01.26,현대차,"174,900","9,200",+5.55%,"1,692,960","+302,625","+271,488","62,406,323",29.21%
212,2023.01.25,현대차,"165,700","1,200",+0.73%,"359,163","-2,013","-15,367","62,144,435",29.08%
213,2023.01.20,현대차,"164,500",500,+0.30%,"296,063","-32,267",+260,"62,136,602",29.08%
214,2023.01.19,현대차,"164,000",500,-0.30%,"353,522","-63,118","+27,517","62,135,342",29.08%
215,2023.01.18,현대차,"164,500","1,500",-0.90%,"499,603","-116,236","+17,544","62,110,873",29.07%
216,2023.01.17,현대차,"166,000",500,-0.30%,"452,113","-85,741","+56,826","62,101,381",29.06%
217,2023.01.16,현대차,"166,500","2,500",-1.48%,"797,353","-120,336","-9,816","62,109,135",29.07%
218,2023.01.13,현대차,"169,000","2,500",+1.50%,"707,095","+76,325","+177,794","62,105,351",29.07%
219,2023.01.12,현대차,"166,500","2,500",+1.52%,"869,403","+44,577","+234,874","61,928,557",28.98%
220,2023.02.10,포스코케미칼,"229,000","13,500",-5.57%,"1,581,929","-97,120","-313,950","5,963,844",7.70%
221,2023.02.09,포스코케미칼,"242,500","17,000",+7.54%,"2,242,998","-54,102","+291,174","6,280,921",8.11%
222,2023.02.08,포스코케미칼,"225,500","2,500",-1.10%,"736,445","-45,480","-97,150","5,989,747",7.73%
223,2023.02.07,포스코케미칼,"228,000","2,500",+1.11%,"853,689","-30,493","+101,869","6,094,597",7.87%
224,2023.02.06,포스코케미칼,"225,500","2,000",-0.88%,"866,264","-9,533","-90,636","6,012,728",7.76%
225,2023.02.03,포스코케미칼,"227,500","3,500",+1.56%,"1,124,018","-20,552","+40,812","6,074,264",7.84%
226,2023.02.02,포스코케미칼,"224,000",500,+0.22%,"898,161","-16,782","+33,194","6,058,452",7.82%
227,2023.02.01,포스코케미칼,"223,500",500,-0.22%,"1,520,474","+19,983","+64,021","6,023,814",7.78%
228,2023.01.31,포스코케미칼,"224,000","6,000",+2.75%,"3,381,198","-221,368","+245,575","5,974,145",7.71%
229,2023.01.30,포스코케미칼,"218,000","6,500",+3.07%,"1,563,301","+38,088","-71,197","5,750,194",7.42%
230,2023.01.27,포스코케미칼,"211,500","3,000",+1.44%,"1,963,958","+172,267","-27,339","5,884,259",7.60%
231,2023.01.26,포스코케미칼,"208,500","25,700",+14.06%,"2,418,239","+179,730","+214,452","5,966,598",7.70%
232,2023.01.25,포스코케미칼,"182,800","1,700",-0.92%,"742,542","-28,449","-91,438","5,732,146",7.40%
233,2023.01.20,포스코케미칼,"184,500",0,0.00%,"541,814","-20,200","-37,368","5,798,584",7.49%
234,2023.01.19,포스코케미칼,"184,500","9,500",-4.90%,"947,181","-210,802","-140,847","5,815,952",7.51%
235,2023.01.18,포스코케미칼,"194,000","4,500",-2.27%,"572,575","+2,801","-136,930","5,958,699",7.69%
236,2023.01.17,포스코케미칼,"198,500","1,500",+0.76%,"627,194","+55,459","+14,588","6,092,748",7.87%
237,2023.01.16,포스코케미칼,"197,000","3,500",+1.81%,"480,205","+98,768","-13,344","6,075,160",7.84%
238,2023.01.13,포스코케미칼,"193,500",0,0.00%,"352,493","-4,054","-44,950","6,088,504",7.86%
239,2023.01.12,포스코케미칼,"193,500","1,000",-0.51%,"676,537","-47,153","-73,629","6,133,454",7.92%
240,2023.02.10,미투젠,"13,310",360,-2.63%,"29,040",0,"-2,258","1,870,965",13.78%
241,2023.02.09,미투젠,"13,670",20,-0.15%,"17,327",0,"-1,592","1,873,223",13.79%
242,2023.02.08,미투젠,"13,690",120,+0.88%,"24,958",0,-187,"1,874,815",13.81%
243,2023.02.07,미투젠,"13,570",140,+1.04%,"24,888",0,"-1,400","1,875,002",13.81%
244,2023.02.06,미투젠,"13,430",30,+0.22%,"15,398",0,"-1,700","1,876,402",13.82%
245,2023.02.03,미투젠,"13,400",350,+2.68%,"71,315","-1,344",+739,"1,878,102",13.83%
246,2023.02.02,미투젠,"13,050",180,+1.40%,"20,358",0,"+1,985","1,877,363",13.82%
247,2023.02.01,미투젠,"12,870",30,+0.23%,"17,660",0,"-2,364","1,875,378",13.81%
248,2023.01.31,미투젠,"12,840",140,-1.08%,"22,926",0,"-1,236","1,877,742",13.83%
249,2023.01.30,미투젠,"12,980",20,-0.15%,"10,710",0,-266,"1,878,978",13.84%
250,2023.01.27,미투젠,"13,000",100,+0.78%,"20,565",0,"+4,435","1,879,244",13.84%
251,2023.01.26,미투젠,"12,900",80,+0.62%,"16,816",0,"+2,078","1,874,809",13.81%
